watchdog-mailcow-1  | {"time":"2026-09-02T03:56:39.06124234+02:00","level":"DEBUG","msg":"probe passed","check":"redis","probe":"ping","took":202366,"detail":"ping: Redis answered PONG"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:33.440085436+02:00","level":"DEBUG","msg":"probe passed","check":"fail2ban","probe":"active-bans","took":278902,"detail":"active-bans: no new bans"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:33.440206719+02:00","level":"DEBUG","msg":"health level","check":"fail2ban","percent":100,"health":1,"of":1,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:36.275846191+02:00","level":"DEBUG","msg":"probe passed","check":"redis","probe":"ping","took":287685,"detail":"ping: Redis answered PONG"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:36.275959581+02:00","level":"DEBUG","msg":"health level","check":"redis","percent":100,"health":5,"of":5,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:37.950791259+02:00","level":"DEBUG","msg":"probe passed","check":"postfix","probe":"transaction","took":8907253,"detail":"transaction: postfix-mailcow:589 completed the SMTP conversation"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:37.994679682+02:00","level":"DEBUG","msg":"probe passed","check":"postfix","probe":"starttls","took":43846591,"detail":"starttls: postfix-mailcow:589 completed the SMTP conversation"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:37.994869629+02:00","level":"DEBUG","msg":"health level","check":"postfix","percent":100,"health":8,"of":8,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:41.057216303+02:00","level":"DEBUG","msg":"probe passed","check":"mysql","probe":"connect","took":182725,"detail":"connect: database is reachable"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:41.057961628+02:00","level":"DEBUG","msg":"probe passed","check":"mysql","probe":"table-count","took":715290,"detail":"table-count: query succeeded"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:41.058198195+02:00","level":"DEBUG","msg":"health level","check":"mysql","percent":100,"health":5,"of":5,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:41.689606765+02:00","level":"DEBUG","msg":"probe passed","check":"php-fpm","probe":"fpm-9001","took":694968,"detail":"fpm-9001: php-fpm-mailcow:9001 responded as expected"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:41.689985567+02:00","level":"DEBUG","msg":"probe passed","check":"php-fpm","probe":"fpm-9002","took":355397,"detail":"fpm-9002: php-fpm-mailcow:9002 responded as expected"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:41.69025201+02:00","level":"DEBUG","msg":"health level","check":"php-fpm","percent":100,"health":5,"of":5,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:42.01874564+02:00","level":"DEBUG","msg":"probe passed","check":"ratelimit","probe":"rl-log","took":245339,"detail":"rl-log: no new rate limits applied"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:42.018880515+02:00","level":"DEBUG","msg":"health level","check":"ratelimit","percent":100,"health":1,"of":1,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:45.45693293+02:00","level":"DEBUG","msg":"probe passed","check":"dovecot-repl","probe":"repl-health","took":260644,"detail":"repl-health: DOVECOT_REPL_HEALTH is \"1\""}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:45.457128645+02:00","level":"DEBUG","msg":"health level","check":"dovecot-repl","percent":100,"health":20,"of":20,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:50.453653777+02:00","level":"DEBUG","msg":"probe passed","check":"dovecot","probe":"lmtp-24","took":13253741,"detail":"lmtp-24: dovecot-mailcow:24 completed the LMTP conversation"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:50.458807544+02:00","level":"DEBUG","msg":"probe passed","check":"dovecot","probe":"imaps-993","took":5082371,"detail":"imaps-993: dovecot-mailcow:993 greeted with \"* OK [CAPABILITY IMAP4rev1 SASL-IR LOGIN-REFERRALS ID ENABLE IDLE LITERAL+ AUTH=PLAIN AUTH=LOGIN] Dovecot ready.\""}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:50.459878019+02:00","level":"DEBUG","msg":"probe passed","check":"dovecot","probe":"imap-143","took":1053369,"detail":"imap-143: dovecot-mailcow:143 greeted with \"* OK [CAPABILITY IMAP4rev1 SASL-IR LOGIN-REFERRALS ID ENABLE IDLE LITERAL+ STARTTLS LOGINDISABLED] Dovecot ready.\""}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:50.460230762+02:00","level":"DEBUG","msg":"probe passed","check":"dovecot","probe":"replication-10001","took":338973,"detail":"replication-10001: dovecot-mailcow:10001 responded as expected"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:50.461303521+02:00","level":"DEBUG","msg":"probe passed","check":"dovecot","probe":"managesieve-4190","took":1057667,"detail":"managesieve-4190: dovecot-mailcow:4190 responded as expected"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:50.46159451+02:00","level":"DEBUG","msg":"health level","check":"dovecot","percent":100,"health":12,"of":12,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:54.444735029+02:00","level":"DEBUG","msg":"probe passed","check":"nginx","probe":"http-8081","took":1195324,"detail":"http-8081: GET http://nginx-mailcow:8081/ returned 200 OK"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:54.444977414+02:00","level":"DEBUG","msg":"health level","check":"nginx","percent":100,"health":5,"of":5,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:58.79193321+02:00","level":"DEBUG","msg":"probe passed","check":"clamd","probe":"ping","took":810983,"detail":"ping: clamd-mailcow:3310 responded as expected"}
watchdog-mailcow-1  | {"time":"2026-09-02T03:59:58.792155095+02:00","level":"DEBUG","msg":"health level","check":"clamd","percent":100,"health":15,"of":15,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:04.682355224+02:00","level":"DEBUG","msg":"probe passed","check":"mailq","probe":"deferred","took":127964,"detail":"deferred: mail queue contains 0 items (critical limit is 30)"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:04.682618242+02:00","level":"DEBUG","msg":"health level","check":"mailq","percent":100,"health":20,"of":20,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:08.503701255+02:00","level":"DEBUG","msg":"probe passed","check":"olefy","probe":"olefy-10055","took":887840,"detail":"olefy-10055: olefy-mailcow:10055 responded as expected"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:08.503960215+02:00","level":"DEBUG","msg":"health level","check":"olefy","percent":100,"health":5,"of":5,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:10.549711091+02:00","level":"DEBUG","msg":"probe passed","check":"unbound","probe":"lookup","took":715320,"detail":"lookup: 0.001 seconds response time, stackoverflow.com. returns 198.252.206.1"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:10.550163004+02:00","level":"DEBUG","msg":"probe passed","check":"unbound","probe":"dnssec","took":427876,"detail":"dnssec: unbound-mailcow validated com."}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:10.550471269+02:00","level":"DEBUG","msg":"health level","check":"unbound","percent":100,"health":5,"of":5,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:11.941242231+02:00","level":"DEBUG","msg":"probe passed","check":"fail2ban","probe":"active-bans","took":287343,"detail":"active-bans: no new bans"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:11.941641493+02:00","level":"DEBUG","msg":"health level","check":"fail2ban","percent":100,"health":1,"of":1,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:16.359710189+02:00","level":"DEBUG","msg":"probe passed","check":"acme","probe":"fail-time","took":332321,"detail":"fail-time: ACME_FAIL_TIME unchanged at \"1788196191\""}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:16.360102581+02:00","level":"DEBUG","msg":"health level","check":"acme","percent":100,"health":1,"of":1,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:20.254640278+02:00","level":"DEBUG","msg":"probe passed","check":"rspamd","probe":"settings","took":298123318,"detail":"settings: settings check succeeded, score returned: 9999"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:20.255360035+02:00","level":"DEBUG","msg":"probe passed","check":"rspamd","probe":"milter","took":664693,"detail":"milter: milter rspamd-mailcow:9900 answered"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:20.255558023+02:00","level":"DEBUG","msg":"health level","check":"rspamd","percent":100,"health":5,"of":5,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:20.421979046+02:00","level":"DEBUG","msg":"probe passed","check":"nginx","probe":"http-8081","took":1107331,"detail":"http-8081: GET http://nginx-mailcow:8081/ returned 200 OK"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:20.422157335+02:00","level":"DEBUG","msg":"health level","check":"nginx","percent":100,"health":5,"of":5,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:21.128523317+02:00","level":"DEBUG","msg":"probe passed","check":"php-fpm","probe":"fpm-9001","took":846768,"detail":"fpm-9001: php-fpm-mailcow:9001 responded as expected"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:21.128945193+02:00","level":"DEBUG","msg":"probe passed","check":"php-fpm","probe":"fpm-9002","took":395797,"detail":"fpm-9002: php-fpm-mailcow:9002 responded as expected"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:21.129126948+02:00","level":"DEBUG","msg":"health level","check":"php-fpm","percent":100,"health":5,"of":5,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:21.79079126+02:00","level":"DEBUG","msg":"probe passed","check":"clamd","probe":"ping","took":850183,"detail":"ping: clamd-mailcow:3310 responded as expected"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:21.791016349+02:00","level":"DEBUG","msg":"health level","check":"clamd","percent":100,"health":15,"of":15,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:32.887505541+02:00","level":"DEBUG","msg":"probe passed","check":"mailq","probe":"deferred","took":103206,"detail":"deferred: mail queue contains 0 items (critical limit is 30)"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:32.887810932+02:00","level":"DEBUG","msg":"health level","check":"mailq","percent":100,"health":20,"of":20,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:35.466989984+02:00","level":"DEBUG","msg":"probe passed","check":"postfix","probe":"transaction","took":10463351,"detail":"transaction: postfix-mailcow:589 completed the SMTP conversation"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:35.510621239+02:00","level":"DEBUG","msg":"probe passed","check":"postfix","probe":"starttls","took":43594620,"detail":"starttls: postfix-mailcow:589 completed the SMTP conversation"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:35.510870496+02:00","level":"DEBUG","msg":"health level","check":"postfix","percent":100,"health":8,"of":8,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:36.939757522+02:00","level":"DEBUG","msg":"probe passed","check":"redis","probe":"ping","took":259412,"detail":"ping: Redis answered PONG"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:36.940124285+02:00","level":"DEBUG","msg":"health level","check":"redis","percent":100,"health":5,"of":5,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:37.449939806+02:00","level":"DEBUG","msg":"probe passed","check":"mysql","probe":"connect","took":209967,"detail":"connect: database is reachable"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:37.450802187+02:00","level":"DEBUG","msg":"probe passed","check":"mysql","probe":"table-count","took":818226,"detail":"table-count: query succeeded"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:37.451025854+02:00","level":"DEBUG","msg":"health level","check":"mysql","percent":100,"health":5,"of":5,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:44.111204885+02:00","level":"DEBUG","msg":"probe passed","check":"postfix-tlspol","probe":"tlspol-8642","took":687697,"detail":"tlspol-8642: postfix-tlspol-mailcow:8642 responded as expected"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:44.111743688+02:00","level":"DEBUG","msg":"health level","check":"postfix-tlspol","percent":100,"health":8,"of":8,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:45.019341517+02:00","level":"DEBUG","msg":"probe passed","check":"dovecot","probe":"lmtp-24","took":5578359,"detail":"lmtp-24: dovecot-mailcow:24 completed the LMTP conversation"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:45.025314982+02:00","level":"DEBUG","msg":"probe passed","check":"dovecot","probe":"imaps-993","took":5874357,"detail":"imaps-993: dovecot-mailcow:993 greeted with \"* OK [CAPABILITY IMAP4rev1 SASL-IR LOGIN-REFERRALS ID ENABLE IDLE LITERAL+ AUTH=PLAIN AUTH=LOGIN] Dovecot ready.\""}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:45.026750399+02:00","level":"DEBUG","msg":"probe passed","check":"dovecot","probe":"imap-143","took":1416269,"detail":"imap-143: dovecot-mailcow:143 greeted with \"* OK [CAPABILITY IMAP4rev1 SASL-IR LOGIN-REFERRALS ID ENABLE IDLE LITERAL+ STARTTLS LOGINDISABLED] Dovecot ready.\""}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:45.027106616+02:00","level":"DEBUG","msg":"probe passed","check":"dovecot","probe":"replication-10001","took":342207,"detail":"replication-10001: dovecot-mailcow:10001 responded as expected"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:45.02934273+02:00","level":"DEBUG","msg":"probe passed","check":"dovecot","probe":"managesieve-4190","took":2134851,"detail":"managesieve-4190: dovecot-mailcow:4190 responded as expected"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:45.029492796+02:00","level":"DEBUG","msg":"health level","check":"dovecot","percent":100,"health":12,"of":12,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:54.378872088+02:00","level":"DEBUG","msg":"probe passed","check":"rspamd","probe":"settings","took":281323425,"detail":"settings: settings check succeeded, score returned: 9999"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:54.379496241+02:00","level":"DEBUG","msg":"probe passed","check":"rspamd","probe":"milter","took":595538,"detail":"milter: milter rspamd-mailcow:9900 answered"}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:54.379780239+02:00","level":"DEBUG","msg":"health level","check":"rspamd","percent":100,"health":5,"of":5,"trend":0}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:56.204417957+02:00","level":"DEBUG","msg":"probe passed","check":"dovecot-repl","probe":"repl-health","took":322215,"detail":"repl-health: DOVECOT_REPL_HEALTH is \"1\""}
watchdog-mailcow-1  | {"time":"2026-09-02T04:00:56.20457202+02:00","level":"DEBUG","msg":"health level","check":"dovecot-repl","percent":100,"health":20,"of":20,"trend":0}
